Platform;Year;Global_Sales
GC;2002;0.16
PS2;2007;0.16
XB;2004;0.16
PSP;2010;0.16
PSP;2005;0.16
PS2;2003;0.16
XOne;2014;0.16
PSP;2011;0.16
Wii;2007;0.16
Wii;2008;0.16
3DS;2012;0.16
PS;1996;0.16
PC;2012;0.16
PS3;2010;0.16
PS3;2011;0.16
DS;2009;0.16
DS;2009;0.16
PS2;2008;0.16
3DS;2011;0.16
DS;2005;0.16
X360;2010;0.16
GBA;2002;0.16
DS;2007;0.16
PS4;2013;0.16
PS;2000;0.16
PS;1996;0.16
Wii;2011;0.16
DS;2010;0.16
GBA;2002;0.16
PS;1999;0.15
PS;1996;0.15
PS;1997;0.15
DS;2007;0.15
Wii;2011;0.15
GBA;2003;0.15
PS;1998;0.15
X360;2005;0.15
PS2;2001;0.15
PC;2011;0.15
X360;2011;0.15
PS2;2003;0.15
DS;2009;0.15
3DS;2011;0.15
PS3;2010;0.15
PSP;2006;0.15
PS2;2001;0.15
DS;2008;0.15
X360;2009;0.15
DS;2008;0.15
GC;2003;0.15
PS2;2001;0.15
PS3;2007;0.15
DS;2007;0.15
PS2;2004;0.15
XB;2004;0.15
X360;2009;0.15
PS3;2009;0.15
PSP;2006;0.15
GC;2005;0.15
PC;2012;0.15
3DS;2014;0.15
GC;2002;0.15
GC;2003;0.15
GC;2001;0.15
XOne;2016;0.15
DS;2009;0.15
X360;2014;0.15
PS2;2005;0.15
X360;2009;0.15
PS;1999;0.15
2600;1989;0.15
2600;1982;0.15
SAT;1996;0.15
PSP;2006;0.15
3DS;2011;0.15
XB;2004;0.15
DS;2010;0.15
PS3;2014;0.15
DS;2009;0.15
XB;2005;0.15
XOne;2015;0.15
XB;2002;0.15
GBA;2005;0.15
PSP;2009;0.15
GC;2005;0.15
PS;1998;0.15
Wii;2007;0.15
X360;2006;0.15
PS2;2005;0.15
PS2;2000;0.15
PS2;2004;0.15
DS;2007;0.15
Wii;2009;0.15
GC;2004;0.15
Wii;2008;0.15
PSP;2011;0.15
DS;2006;0.15
PS2;2009;0.15
PS3;2007;0.15
DS;2009;0.15
X360;2010;0.15
SAT;1997;0.15
PS3;2013;0.15
GC;2003;0.15
DS;2005;0.15
PC;2010;0.15
PS2;2009;0.15
DS;2009;0.15
Wii;2010;0.15
PS2;2008;0.15
GBA;2005;0.15
3DS;2015;0.15
DS;2010;0.15
3DS;2012;0.15
PS;2000;0.15
Wii;2010;0.15
PS3;2011;0.15
PS3;2007;0.15
Wii;2006;0.15
DS;2010;0.15
PSP;2012;0.15
SAT;1997;0.15
SNES;1996;0.15
PSV;2014;0.15
GBA;2003;0.15
Wii;2008;0.15
GC;2003;0.15
XB;2003;0.15
XB;2002;0.15
PS;1997;0.15
GC;2005;0.15
PSP;2005;0.15
DS;2010;0.15
PS3;2007;0.15
PC;2011;0.15
X360;2011;0.15
GC;2006;0.15
DS;2011;0.15
PS;2001;0.15
DS;2010;0.15
XB;2004;0.15
X360;2007;0.15
PSP;2007;0.15
XB;2004;0.15
PS2;2005;0.15
PSV;2013;0.15
SNES;1991;0.15
PS2;2001;0.15
X360;2013;0.15
Wii;2007;0.15
Wii;2007;0.15
PS3;2012;0.15
PS2;2008;0.15
PS3;2008;0.15
PS2;2005;0.15
PS4;2015;0.15
PC;2011;0.15
3DS;2013;0.15
PS3;2015;0.15
XOne;2014;0.15
GBA;2004;0.15
PS2;2001;0.15
PSV;2014;0.15
GC;2002;0.15
SAT;1995;0.15
PSP;2010;0.15
PSV;2014;0.15
PSP;2011;0.15
3DS;2015;0.15
GBA;2005;0.15
PS2;2008;0.15
PS2;2008;0.15
XOne;2016;0.15
N64;2001;0.15
N64;2000;0.15
N64;1997;0.15
N64;1997;0.15
PSV;2015;0.15
GC;2002;0.15
Wii;2009;0.15
DS;2009;0.15
PS;1998;0.15
XB;2002;0.15
XB;2003;0.15
PSV;2016;0.15
Wii;2008;0.15
Wii;2011;0.15
SNES;1995;0.15
Wii;2008;0.15
XB;2004;0.15
Wii;2007;0.15
PS3;2007;0.15
XB;2006;0.15
PS3;2009;0.15
PS2;2001;0.15
GC;2006;0.15
DS;2005;0.15
Wii;2007;0.15
X360;2009;0.15
PS;1998;0.15
GBA;2002;0.15
XB;2004;0.15
PS;1999;0.15
PS3;2013;0.15
Wii;2011;0.15
PS3;2015;0.15
PS2;2005;0.15
GC;2006;0.15
GBA;2004;0.15
X360;2008;0.15
GC;2005;0.15
PS;1998;0.15
Wii;2009;0.15
GBA;2002;0.15
DS;2008;0.15
SAT;1997;0.15
DS;2004;0.15
PS4;2014;0.15
Wii;2008;0.15
GEN;1993;0.15
PS3;2011;0.15
PS2;2006;0.15
PS;2000;0.15
DS;2005;0.15
DS;2006;0.15
Wii;2008;0.15
Wii;2008;0.15
DC;2001;0.15
PS2;2008;0.15
XB;2005;0.15
PS2;2003;0.15
GC;2005;0.15
GC;2005;0.15
PSP;2011;0.15
Wii;2009;0.15
XB;2005;0.15
PSV;2014;0.15
PSP;2009;0.15
XB;2003;0.15
PC;2012;0.15
DS;2007;0.15
X360;2011;0.15
PSP;2008;0.15
PSP;2004;0.15
X360;2009;0.15
GC;2005;0.15
PS;2001;0.15
PS4;2014;0.15
PSV;2011;0.15
PS;2000;0.15
PS;1997;0.15
PS;1999;0.15
XB;2004;0.15
PS2;2000;0.15
DS;2005;0.15
PSV;2014;0.15
3DS;2013;0.15
XOne;2016;0.15
XB;2006;0.15
DS;2009;0.15
GBA;2004;0.15
3DS;2012;0.15
X360;2011;0.15
GBA;2003;0.15
X360;2012;0.15
PS;1996;0.15
DS;2007;0.15
XB;2005;0.15
PS;1999;0.15
DS;2008;0.15
PC;2014;0.15
PS3;2010;0.15
DS;2011;0.15
3DS;2011;0.15
Wii;2010;0.15
DS;2010;0.15
PS;1997;0.15
GBA;2005;0.15
GC;2003;0.15
PS;2001;0.15
X360;2010;0.15
XB;2001;0.15
DS;2010;0.15
PSP;2013;0.15
PS2;2001;0.15
PSP;2011;0.15
DS;2008;0.15
PS2;2002;0.15
DS;2009;0.15
DS;2004;0.15
SAT;1995;0.15
GBA;2005;0.15
GBA;2003;0.15
X360;2007;0.15
Wii;2010;0.15
DS;2010;0.15
XB;2004;0.15
PS;1995;0.15
PSV;2013;0.15
DS;2013;0.15
GBA;2004;0.15
DS;2008;0.15
GC;2002;0.15
DS;2007;0.14
XB;2003;0.14
PSP;2010;0.14
PS2;2005;0.14
PSP;2006;0.14
PS2;2007;0.14
PS2;2002;0.14
DS;2006;0.14
PSV;2014;0.14
GBA;2002;0.14
XB;2005;0.14
GEN;1994;0.14
DS;2009;0.14
PS;2001;0.14
3DS;2014;0.14
3DS;2013;0.14
PSV;2014;0.14
PS;1997;0.14
PS2;2009;0.14
PS2;2007;0.14
GB;2000;0.14
SCD;1994;0.14
GBA;2003;0.14
PS2;2001;0.14
PS;1998;0.14
Wii;2011;0.14
DS;2010;0.14
DS;2009;0.14
X360;2010;0.14
DS;2009;0.14
PS2;2005;0.14
Wii;2010;0.14
GC;2007;0.14
PS2;2009;0.14
PS2;2001;0.14
DS;2008;0.14
PS3;2011;0.14
Wii;2008;0.14
PS;1997;0.14
XOne;2015;0.14
GBA;2001;0.14
PSP;2009;0.14
PC;2010;0.14
DS;2009;0.14
PSV;2015;0.14
PS;1996;0.14
DS;2006;0.14
Wii;2006;0.14
PS2;2004;0.14
DS;2011;0.14
PS2;2006;0.14
PS2;2004;0.14
X360;2006;0.14
PC;2009;0.14
PS;2001;0.14
PSP;2011;0.14
DS;2010;0.14
GC;2002;0.14
GBA;2005;0.14
GB;2001;0.14
PS2;2003;0.14
Wii;2008;0.14
PC;2000;0.14
PSP;2008;0.14
PS;2002;0.14
PS;1997;0.14
PSP;2006;0.14
GC;2004;0.14
3DS;2011;0.14
PC;2007;0.14
DS;2008;0.14
Wii;2007;0.14
PS3;2010;0.14
PS3;2011;0.14
DC;1998;0.14
PS2;2001;0.14
DS;2008;0.14
PSP;2011;0.14
3DS;2012;0.14
PS2;2004;0.14
DS;2009;0.14
PSP;2010;0.14
XB;2003;0.14
PC;2003;0.14
XB;2005;0.14
XB;2002;0.14
PSP;2008;0.14
DS;2010;0.14
PSP;2004;0.14
Wii;2007;0.14
DS;2008;0.14
GBA;2001;0.14
PS3;2014;0.14
PS3;2010;0.14
PS;2001;0.14
PS2;2001;0.14
PSP;2009;0.14
XB;2004;0.14
PS3;2012;0.14
DC;2000;0.14
XB;2006;0.14
PS;1998;0.14
DS;2006;0.14
PS;1997;0.14
PS2;2008;0.14
PSP;2005;0.14
GBA;2004;0.14
PSP;2009;0.14
XB;2002;0.14
3DS;2015;0.14
PS2;2002;0.14
PS2;2001;0.14
2600;1982;0.14
GB;2000;0.14
PC;2009;0.14
DS;2008;0.14
GBA;2002;0.14
PS2;2006;0.14
WiiU;2014;0.14
DS;2004;0.14
DS;2007;0.14
XB;2003;0.14
DS;2009;0.14
DS;2007;0.14
DS;2007;0.14
GC;2002;0.14
GC;2003;0.14
PS2;2009;0.14
PS;1998;0.14
DS;2005;0.14
PS;2000;0.14
PS;1998;0.14
3DS;2012;0.14
PS3;2008;0.14
PS2;2002;0.14
PSP;2011;0.14
PS;1997;0.14
PS2;2008;0.14
X360;2007;0.14
PS;1997;0.14
XB;2004;0.14
DS;2007;0.14
PC;2015;0.14
PS2;2008;0.14
PSP;2005;0.14
X360;2009;0.14
PS2;2005;0.14
PS2;2004;0.14
PSP;2011;0.14
X360;2010;0.14
WiiU;2012;0.14
PS3;2011;0.14
PS;2001;0.14
PS3;2008;0.14
PS;1997;0.14
Wii;2009;0.14
PSP;2007;0.14
N64;1999;0.14
N64;1999;0.14
GC;2002;0.14
N64;1998;0.14
PS;1999;0.14
PSV;2013;0.14
PS2;2008;0.14
DS;2010;0.14
PS2;2002;0.14
X360;2010;0.14
PS;1995;0.14
GC;2006;0.14
DC;2000;0.14
Wii;2009;0.14
PS;1997;0.14
PS2;2002;0.14
X360;2009;0.14
PS;1997;0.14
PSP;2011;0.14
DS;2007;0.14
DS;2005;0.14
GBA;2002;0.14
XB;2004;0.14
3DS;2012;0.14
X360;2006;0.14
PS2;2002;0.14
PS;1999;0.14
GBA;2003;0.14
SAT;1997;0.14
Wii;2009;0.14
X360;2010;0.14
3DS;2015;0.14
PS;1996;0.14
GBA;2005;0.14
DS;2005;0.14
XB;2005;0.14
XB;2002;0.14
PS;1996;0.14
PS3;2014;0.14
XB;2003;0.14
DS;2008;0.14
DS;2011;0.14
GC;2002;0.14
NG;1993;0.14
XOne;2014;0.14
DS;2006;0.14
PC;2012;0.14
X360;2010;0.14
X360;2011;0.14
PS;2001;0.14
Wii;2011;0.14
XB;2005;0.14
PS3;2010;0.14
WiiU;2012;0.14
PS;1995;0.14
X360;2011;0.14
Wii;2007;0.14
PSV;2012;0.14
PS3;2012;0.14
X360;2006;0.14
DS;2011;0.14
PS3;2007;0.14
PS;1996;0.14
DS;2008;0.14
GBA;2002;0.14
GC;2002;0.14
PSP;2007;0.14
PS2;2001;0.14
PS;1999;0.14
PSP;2007;0.14
TG16;1995;0.14
SNES;1998;0.14
PS3;2014;0.14
WiiU;2012;0.14
Wii;2009;0.14
DS;2005;0.14
Wii;2010;0.14
PC;2015;0.14
PSP;2011;0.14
PSP;2004;0.14
GC;2005;0.14
GC;2002;0.14
PSP;2006;0.14
GC;2002;0.14
PS3;2009;0.14
PS2;2006;0.14
X360;2006;0.14
PSP;2010;0.14
PS;1995;0.14
DS;2011;0.14
3DS;2015;0.14
PSP;2006;0.14
DS;2010;0.14
GBA;2002;0.14
DS;2009;0.14
Wii;2010;0.14
DS;2007;0.14
PC;2016;0.14
DS;2005;0.14
PC;2010;0.14
X360;2011;0.14
Wii;2006;0.14
PS;1995;0.14
SAT;1995;0.14
Wii;2008;0.14
XB;2002;0.14
PS2;2006;0.14
PS4;2015;0.14
PS3;2008;0.14
PS3;2009;0.14
PS3;2014;0.14
PS3;2010;0.14
GBA;2004;0.14
X360;2007;0.14
DS;2010;0.14
DS;2007;0.14
DS;2009;0.14
PSV;2013;0.14
3DS;2011;0.14
PSV;2011;0.14
X360;2006;0.14
PS;1998;0.14
DS;2009;0.14
Wii;2008;0.14
GBA;2002;0.14
Wii;2009;0.14
PSP;2006;0.14
DS;2008;0.14
DS;2009;0.14
Wii;2008;0.14
DS;2006;0.14
PS2;2006;0.14
PS2;2004;0.14
GBA;2003;0.14
PSV;2014;0.14
PC;2010;0.14
X360;2009;0.14
XB;2003;0.14
PS3;2014;0.14
PS2;2001;0.14
PS;1997;0.14
DS;2010;0.14
Wii;2008;0.14
XB;2003;0.14
DS;2010;0.14
GBA;2002;0.14
PS2;2001;0.14
Wii;2006;0.14
DS;2006;0.14
PS;1998;0.14
PC;2015;0.14
WiiU;2012;0.14
X360;2010;0.14
PSP;2005;0.14
PS;2001;0.14
PS;1996;0.14
Wii;2011;0.14
DS;2010;0.14
XOne;2014;0.14
PC;2011;0.14
GC;2004;0.14
Wii;2011;0.14
Wii;2010;0.14
DS;2008;0.14
PS2;2002;0.14
XB;2004;0.14
Wii;2011;0.14
DS;2009;0.14
XB;2003;0.14
XB;2002;0.14
PSP;2011;0.14
PSP;2012;0.14
DS;2008;0.14
DS;2008;0.14
DS;2009;0.13
PS3;2008;0.13
XB;2003;0.13
Wii;2010;0.13
PS;2001;0.13
PS2;2003;0.13
GBA;2003;0.13
PS3;2010;0.13
3DS;2012;0.13
PS;1998;0.13
PS;2001;0.13
PS2;2008;0.13
Wii;2008;0.13
X360;2007;0.13
Wii;2008;0.13
GBA;2002;0.13
Wii;2009;0.13
PS2;2004;0.13
Wii;2011;0.13
PS2;2005;0.13
PS2;2004;0.13
PS2;2006;0.13
XB;2002;0.13
PSP;2012;0.13
GBA;2002;0.13
PS2;2005;0.13
DS;2005;0.13
PS3;2008;0.13
PS2;2009;0.13
DS;2008;0.13
DS;2009;0.13
3DS;2015;0.13
PSV;2013;0.13
GBA;2005;0.13
DS;2010;0.13
3DS;2011;0.13
PS;1995;0.13
PS2;2005;0.13
XB;2004;0.13
X360;2011;0.13
XOne;2015;0.13
PC;2012;0.13
XOne;2015;0.13
WiiU;2012;0.13
PS2;2005;0.13
DS;2005;0.13
DS;2007;0.13
PS;1997;0.13
X360;2006;0.13
Wii;2009;0.13
PS2;2007;0.13
DS;2010;0.13
Wii;2009;0.13
DS;2008;0.13
PS;2000;0.13
DS;2011;0.13
PS2;2008;0.13
PS2;2008;0.13
X360;2010;0.13
DS;2005;0.13
WiiU;2012;0.13
XB;2003;0.13
PS;2001;0.13
PS3;2015;0.13
PS2;2011;0.13
PS;1998;0.13
X360;2008;0.13
PS2;2001;0.13
PSP;2008;0.13
XB;2004;0.13
DS;2006;0.13
X360;2007;0.13
XB;2002;0.13
PSP;2010;0.13
Wii;2010;0.13
PS;2000;0.13
3DS;2014;0.13
GC;2002;0.13
PS;2000;0.13
PS3;2009;0.13
Wii;2009;0.13
PSV;2015;0.13
SAT;1997;0.13
PSP;2011;0.13
PSP;2012;0.13
GBA;2004;0.13
DS;2006;0.13
3DS;2015;0.13
X360;2012;0.13
XB;2006;0.13
PS;1997;0.13
X360;2008;0.13
PS2;2001;0.13
PSP;2006;0.13
DS;2010;0.13
Wii;2009;0.13
GC;2002;0.13
PS2;2002;0.13
PSV;2015;0.13
DS;2011;0.13
PS2;2004;0.13
X360;2008;0.13
PS;1998;0.13
DS;2010;0.13
DS;2007;0.13
GBA;2005;0.13
PS2;2004;0.13
PS3;2009;0.13
PSV;2016;0.13
DS;2010;0.13
Wii;2009;0.13
PSP;2010;0.13
SNES;1992;0.13
PSP;2005;0.13
PS3;2009;0.13
3DS;2011;0.13
PS2;2009;0.13
PC;2000;0.13
PS3;2014;0.13
PS3;2007;0.13
X360;2013;0.13
PS3;2012;0.13
PS;1998;0.13
GBA;2001;0.13
PS2;2008;0.13
XB;2003;0.13
PSP;2010;0.13
PS3;2014;0.13
XB;2001;0.13
Wii;2007;0.13
PS;1995;0.13
SNES;1993;0.13
X360;2012;0.13
Wii;2009;0.13
XB;2005;0.13
DS;2011;0.13
DS;2008;0.13
3DS;2011;0.13
PS;1995;0.13
PS3;2008;0.13
DS;2010;0.13
XOne;2015;0.13
GC;2006;0.13
PS3;2014;0.13
PS2;2005;0.13
PSP;2011;0.13
DS;2005;0.13
DS;2007;0.13
N64;2000;0.13
N64;1999;0.13
N64;1999;0.13
Wii;2012;0.13
X360;2006;0.13
X360;2011;0.13
XB;2002;0.13
XB;2006;0.13
Wii;2009;0.13
X360;2010;0.13
PSP;2010;0.13
PS2;2002;0.13
DS;2009;0.13
PSP;2008;0.13
SAT;1997;0.13
DS;2011;0.13
2600;1981;0.13
XB;2005;0.13
DS;2007;0.13
XB;2002;0.13
XB;2003;0.13
GC;2006;0.13
GC;2003;0.13
PSV;2013;0.13
X360;2011;0.13
GBA;2004;0.13
PS2;2005;0.13
X360;2011;0.13
PS2;2003;0.13
SAT;1996;0.13
GBA;2003;0.13
SAT;1997;0.13
PS4;2015;0.13
Wii;2006;0.13
PS2;2003;0.13
PSP;2011;0.13
Wii;2010;0.13
PC;2002;0.13
PC;2010;0.13
Wii;2008;0.13
DS;2006;0.13
3DS;2011;0.13
PSP;2010;0.13
X360;2010;0.13
XB;2002;0.13
DS;2009;0.13
Wii;2008;0.13
PS2;2003;0.13
GBA;2006;0.13
DS;2007;0.13
Wii;2010;0.13
X360;2006;0.13
DS;2010;0.13
PS2;2008;0.13
3DS;2011;0.13
X360;2007;0.13
PS;1995;0.13
PS2;2007;0.13
PS3;2016;0.13
X360;2010;0.13
3DS;2011;0.13
PS2;2004;0.13
DS;2007;0.13
DS;2008;0.13
3DS;2011;0.13
PS2;2005;0.13
SNES;1995;0.13
PC;2010;0.13
GBA;2004;0.13
PS3;2010;0.13
XB;2004;0.13
PS2;2001;0.13
GC;2003;0.13
DS;2010;0.13
PS3;2008;0.13
DC;2000;0.13
X360;2013;0.13
PS3;2008;0.13
GC;2002;0.13
DS;2008;0.13
Wii;2010;0.13
GEN;1992;0.13
XB;2003;0.13
DS;2010;0.13
PS2;2007;0.13
Wii;2008;0.13
PS2;2001;0.13
GBA;2004;0.13
X360;2015;0.13
PC;2015;0.13
PS2;2008;0.13
PS2;2005;0.13
DS;2007;0.13
PS;1998;0.13
Wii;2011;0.13
XB;2005;0.13
PS4;2015;0.13
PS3;2008;0.13
PS2;2001;0.13
GC;2002;0.13
XB;2003;0.13
3DS;2015;0.13
X360;2006;0.13
XB;2004;0.13
XB;2005;0.13
PS;1999;0.13
PS2;2006;0.13
PS2;2002;0.13
GBA;2002;0.13
Wii;2008;0.13
GC;2002;0.13
WiiU;2013;0.13
DS;2011;0.13
XB;2004;0.13
Wii;2011;0.13
GBA;2001;0.13
Wii;2008;0.13
DS;2008;0.13
PS3;2011;0.13
PS2;2008;0.13
X360;2009;0.13
PS2;2005;0.13
Wii;2009;0.13
X360;2011;0.13
X360;2011;0.13
PS;1995;0.13
PS;1996;0.13
PS3;2013;0.13
Wii;2008;0.13
GBA;2002;0.13
PS;2001;0.13
PS2;2002;0.13
GC;2002;0.13
DS;2007;0.13
PS3;2011;0.13
DS;2010;0.13
DS;2008;0.13
PSP;2013;0.13
SAT;1997;0.13
PS;1998;0.13
Wii;2009;0.13
XB;2002;0.13
DS;2008;0.13
Wii;2011;0.13
DS;2009;0.13
PS2;2007;0.13
DS;2008;0.13
PSV;2013;0.13
Wii;2008;0.13
3DS;2013;0.13
X360;2011;0.13
XB;2006;0.13
3DS;2014;0.13
DS;2011;0.13
XB;2005;0.13
GC;2003;0.13
PC;2009;0.13
PSV;2014;0.13
PS3;2014;0.13
GC;2006;0.13
SAT;1995;0.13
DS;2008;0.13
PSP;2010;0.13
XB;2002;0.13
PS2;2004;0.13
X360;2009;0.13
XOne;2016;0.13
XB;2002;0.13
DS;2010;0.13
XB;2003;0.13
X360;2009;0.13
PSP;2008;0.13
Wii;2011;0.13
PS3;2011;0.13
PS;2002;0.13
Wii;2007;0.13
PS;1997;0.13
DS;2007;0.13
GBA;2003;0.12
SAT;1997;0.12
PSP;2012;0.12
Wii;2008;0.12
PS;2000;0.12
Wii;2009;0.12
WiiU;2012;0.12
GBA;2001;0.12
SAT;1998;0.12
Wii;2009;0.12
SAT;1995;0.12
PS3;2006;0.12
PS3;2006;0.12
DC;2001;0.12
PS;1996;0.12
X360;2008;0.12
PS3;2010;0.12
PC;2012;0.12
GC;2004;0.12
PSP;2007;0.12
PS3;2011;0.12
PS3;2016;0.12
PS2;2003;0.12
PS;1997;0.12
PSV;2012;0.12
DS;2007;0.12
Wii;2007;0.12
DS;2006;0.12
PS;1998;0.12
DS;2006;0.12
Wii;2008;0.12
GBA;2002;0.12
PS3;2011;0.12
SAT;1996;0.12
X360;2011;0.12
PS2;2002;0.12
PSP;2006;0.12
Wii;2009;0.12
PS;1999;0.12
GC;2004;0.12
XOne;2016;0.12
PS2;2008;0.12
PS2;2001;0.12
Wii;2010;0.12
PSV;2013;0.12
GBA;2002;0.12
PS2;2002;0.12
DS;2010;0.12
X360;2009;0.12
PS;1998;0.12
X360;2009;0.12
XOne;2016;0.12
PS2;2006;0.12
WiiU;2013;0.12
PSP;2010;0.12
PS;2000;0.12
PS;1997;0.12
NG;1994;0.12
DS;2008;0.12
DS;2010;0.12
DS;2011;0.12
PS2;2008;0.12
Wii;2008;0.12
PS2;2007;0.12
PSV;2013;0.12
PS;1998;0.12
PSP;2009;0.12
PS4;2015;0.12
XB;2004;0.12
PS2;2003;0.12
PS2;2005;0.12
GC;2006;0.12
DS;2008;0.12
PS;1998;0.12
3DS;2014;0.12
PSV;2014;0.12
DS;2006;0.12
PSP;2012;0.12
PS;1997;0.12
DS;2005;0.12
Wii;2009;0.12
PS3;2013;0.12
DS;2005;0.12
DS;2005;0.12
DS;2007;0.12
PS3;2014;0.12
PSP;2011;0.12
DS;2008;0.12
PSP;2007;0.12
SAT;1996;0.12
Wii;2009;0.12
DS;2010;0.12
PS3;2015;0.12
XB;2003;0.12
SNES;1996;0.12
PS2;2008;0.12
XB;2003;0.12
PS3;2011;0.12
PSP;2011;0.12
X360;2010;0.12
DS;2009;0.12
PSP;2006;0.12
PS2;2008;0.12
SAT;1995;0.12
XB;2002;0.12
PS2;2004;0.12
PS3;2014;0.12
PS2;2006;0.12
3DS;2012;0.12
PS2;2005;0.12
DS;2007;0.12
DS;2010;0.12
Wii;2009;0.12
PSP;2009;0.12
X360;2008;0.12
X360;2013;0.12
PSP;2010;0.12
3DS;2015;0.12
PS3;2010;0.12
X360;2010;0.12
DS;2009;0.12
PSV;2011;0.12
XB;2001;0.12
PSP;2005;0.12
PC;2011;0.12
GBA;2003;0.12
DS;2008;0.12
DS;2009;0.12
DS;2007;0.12
Wii;2008;0.12
DS;2009;0.12
XB;2004;0.12
PSP;2006;0.12
GEN;1992;0.12
PS3;2014;0.12
PS;2001;0.12
DS;2010;0.12
GB;1999;0.12
X360;2013;0.12
Wii;2010;0.12
DS;2007;0.12
GC;2003;0.12
Wii;2011;0.12
PS;2000;0.12
XB;2004;0.12
PSP;2011;0.12
PSP;2008;0.12
DS;2010;0.12
PSV;2016;0.12
DS;2008;0.12
PSP;2010;0.12
DS;2008;0.12
N64;2000;0.12
N64;1999;0.12
N64;1999;0.12
N64;1999;0.12
3DS;2013;0.12
DS;2007;0.12
PS2;2002;0.12
DS;2008;0.12
PS2;2008;0.12
X360;2008;0.12
X360;2006;0.12
Wii;2008;0.12
X360;2011;0.12
GBA;2005;0.12
X360;2006;0.12
PSP;2009;0.12
DS;2007;0.12
PSP;2007;0.12
PSP;2011;0.12
PSP;2011;0.12
Wii;2009;0.12
PSP;2013;0.12
PS;2000;0.12
DC;2001;0.12
PS;1996;0.12
SNES;1994;0.12
DS;2010;0.12
PS2;2003;0.12
PS2;2008;0.12
GBA;2005;0.12
GBA;2004;0.12
DS;2005;0.12
PS2;2003;0.12
PS3;2010;0.12
PSP;2010;0.12
PSP;2008;0.12
GBA;2003;0.12
PS2;2001;0.12
DS;2008;0.12
DS;2006;0.12
PS2;2005;0.12
3DS;2011;0.12
DS;2010;0.12
GBA;2005;0.12
XB;2006;0.12
X360;2009;0.12
GB;2001;0.12
X360;2010;0.12
PS3;2014;0.12
Wii;2010;0.12
Wii;2011;0.12
PSP;2010;0.12
GBA;2005;0.12
PS2;2003;0.12
DS;2008;0.12
GC;2003;0.12
PS;1998;0.12
GC;2002;0.12
PS4;2016;0.12
X360;2010;0.12
PS3;2011;0.12
XB;2005;0.12
X360;2010;0.12
WiiU;2013;0.12
GC;2002;0.12
PSP;2013;0.12
PS;1996;0.12
PS2;2005;0.12
XB;2003;0.12
PC;2013;0.12
X360;2014;0.12
DS;2007;0.12
3DS;2014;0.12
DS;2011;0.12
X360;2011;0.12
DS;2005;0.12
3DS;2011;0.12
Wii;2007;0.12
PSV;2016;0.12
SAT;1994;0.12
PSV;2016;0.12
GC;2002;0.12
PC;2014;0.12
PSP;2011;0.12
PS3;2016;0.12
WiiU;2015;0.12
DS;2009;0.12
GC;2002;0.12
Wii;2010;0.12
3DS;2016;0.12
PSV;2014;0.12
PS2;2007;0.12
PS;1998;0.12
Wii;2008;0.12
XB;2004;0.12
DS;2010;0.12
PS4;2015;0.12
DS;2008;0.12
PSV;2015;0.12
SNES;1994;0.12
PS;2001;0.12
3DS;2011;0.12
PS3;2016;0.12
X360;2008;0.12
PS3;2014;0.12
WiiU;2013;0.12
PS3;2009;0.12
DS;2009;0.12
PS3;2011;0.12
SNES;1993;0.12
XB;2005;0.12
3DS;2011;0.12
PS;2000;0.12
PS2;2002;0.12
GBA;2002;0.12
DS;2009;0.12
PSV;2014;0.12
PS;2001;0.12
PS2;2003;0.12
PS3;2008;0.12
X360;2012;0.12
XB;2004;0.12
PSP;2010;0.12
Wii;2010;0.12
PSV;2014;0.12
XB;2003;0.12
PC;2010;0.12
SAT;1997;0.12
PSP;2007;0.12
GC;2005;0.12
DS;2011;0.12
Wii;2011;0.12
Wii;2008;0.12
DS;2011;0.12
PS3;2009;0.12
DS;2007;0.12
PSV;2014;0.12
XOne;2015;0.12
SNES;1991;0.12
PS;1996;0.12
PSP;2007;0.12
GC;2005;0.12
SAT;1998;0.12
PS;1996;0.12
PS;1998;0.12
DS;2011;0.12
XB;2001;0.12
GC;2006;0.12
PS;1998;0.12
PC;2011;0.12
X360;2013;0.12
PS3;2013;0.12
DS;2008;0.12
PS2;2008;0.12
PS3;2011;0.12
DS;2009;0.12
DS;2007;0.12
PS;1995;0.12
PS2;2007;0.12
DS;2007;0.12
3DS;2011;0.12
X360;2007;0.12
DS;2009;0.12
SAT;1994;0.12
XB;2002;0.12
DS;2010;0.12
GC;2002;0.12
PS4;2015;0.12
PS2;2002;0.12
Wii;2011;0.12
PSP;2005;0.12
PS4;2016;0.12
XB;2003;0.12
DS;2008;0.12
GBA;2001;0.11
DS;2008;0.11
PS3;2012;0.11
PS2;2000;0.11
DS;2009;0.11
Wii;2010;0.11
XB;2004;0.11
XB;2002;0.11
SAT;1995;0.11
PC;2001;0.11
X360;2008;0.11
PS;2000;0.11
XB;2004;0.11
PS2;2003;0.11
PS2;2006;0.11
PS3;2008;0.11
X360;2011;0.11
DS;2005;0.11
PS3;2010;0.11
DS;2008;0.11
PS2;2005;0.11
PS2;2006;0.11
PS2;2007;0.11
XB;2002;0.11
GBA;2002;0.11
SAT;1998;0.11
GBA;2004;0.11
PSP;2012;0.11
PS3;2011;0.11
DS;2007;0.11
GBA;2002;0.11
PSP;2006;0.11
PS2;2005;0.11
XOne;2015;0.11
DS;2008;0.11
PS3;2009;0.11
DS;2009;0.11
XB;2004;0.11
DS;2007;0.11
3DS;2012;0.11
PS;1994;0.11
GC;2006;0.11
