Year;NA_Sales;Global_Sales
2014;0.05;0.2
2004;0.15;0.2
2004;0.15;0.2
2013;0;0.2
2005;0.1;0.2
2008;0;0.2
2007;0.18;0.2
2011;0.04;0.2
2008;0.1;0.2
2003;0.1;0.2
2011;0.19;0.2
2001;0.15;0.2
2009;0.18;0.2
2012;0;0.2
2016;0;0.2
2002;0.15;0.2
2008;0.18;0.2
2008;0.12;0.2
2007;0.16;0.2
2004;0;0.2
2004;0.1;0.2
2008;0.18;0.2
2005;0.17;0.2
1995;0.11;0.2
2014;0.07;0.2
2006;0.17;0.2
2003;0.15;0.2
2006;0.09;0.2
2014;0.1;0.2
2004;0.1;0.2
1991;0;0.2
2008;0.18;0.2
2013;0.07;0.2
2009;0.18;0.2
2002;0.1;0.2
2006;0.18;0.2
2011;0.18;0.2
2003;0.14;0.2
2005;0.1;0.2
2010;0;0.2
2008;0.08;0.2
2011;0;0.2
2002;0;0.2
2005;0.18;0.2
2007;0.16;0.2
2007;0.14;0.2
2002;0.14;0.2
2007;0.17;0.2
2004;0.15;0.2
2002;0.15;0.2
2000;0.11;0.2
2001;0.14;0.2
2008;0.05;0.2
2009;0.15;0.2
2011;0;0.2
2006;0;0.2
2002;0.15;0.2
2006;0.18;0.2
2004;0.15;0.2
2002;0.14;0.2
2012;0;0.2
2011;0.15;0.2
2016;0.13;0.2
2005;0.1;0.2
2009;0.15;0.2
2012;0.18;0.2
2005;0.1;0.2
2009;0;0.2
2008;0.18;0.2
2013;0.06;0.2
2015;0.04;0.2
2001;0.1;0.2
2008;0.07;0.2
2003;0.1;0.2
2002;0.14;0.2
2008;0.16;0.19
2012;0.02;0.19
2008;0.18;0.19
2008;0.18;0.19
2008;0.05;0.19
2002;0.15;0.19
2005;0.1;0.19
2003;0.14;0.19
2006;0.07;0.19
2012;0.15;0.19
2013;0.06;0.19
1996;0;0.19
2012;0.11;0.19
2014;0.07;0.19
2008;0.08;0.19
2010;0.1;0.19
2009;0.13;0.19
2005;0.1;0.19
2009;0.13;0.19
2009;0.18;0.19
2005;0;0.19
2008;0.07;0.19
2009;0.18;0.19
1996;0;0.19
2001;0.14;0.19
2008;0.17;0.19
2012;0;0.19
2010;0;0.19
2006;0.15;0.19
2006;0.16;0.19
2002;0.14;0.19
2009;0;0.19
1997;0;0.19
2015;0.05;0.19
1993;0;0.19
2011;0.1;0.19
2010;0.05;0.19
2004;0.14;0.19
2002;0.09;0.19
2011;0.1;0.19
2011;0.14;0.19
2009;0.18;0.19
2010;0.11;0.19
2008;0.11;0.19
2005;0.16;0.19
2009;0.17;0.19
2009;0.13;0.19
2015;0;0.19
2010;0.01;0.19
1996;0;0.19
2009;0.07;0.19
2010;0.06;0.19
2012;0;0.19
2006;0.17;0.19
2002;0.09;0.19
1996;0;0.19
2010;0.12;0.19
2010;0.16;0.19
2009;0.18;0.19
2003;0;0.19
1998;0.11;0.19
2013;0.13;0.19
1996;0.11;0.19
2010;0;0.19
2010;0.15;0.19
2009;0.1;0.19
2002;0.15;0.19
2011;0.09;0.19
2008;0.18;0.19
2008;0.05;0.19
2008;0.15;0.19
2012;0.18;0.19
2009;0.16;0.19
2008;0.17;0.19
2004;0.09;0.19
2003;0.09;0.19
2003;0.14;0.19
2016;0;0.19
2009;0.18;0.19
2010;0.14;0.19
2004;0.09;0.19
2002;0;0.19
2010;0.17;0.19
2003;0.09;0.19
2011;0.18;0.19
2013;0.16;0.19
2001;0.09;0.19
2001;0.14;0.19
1996;0;0.19
2010;0;0.19
2003;0.09;0.19
2013;0.04;0.19
1996;0.11;0.19
1999;0;0.19
2013;0;0.19
2012;0.09;0.19
2009;0.08;0.19
2015;0.1;0.19
2008;0.06;0.19
2008;0.15;0.19
2011;0.08;0.19
2006;0.02;0.19
1995;0;0.19
2008;0.09;0.19
2008;0.09;0.19
1998;0.11;0.19
2011;0.15;0.19
2001;0.09;0.19
2005;0.17;0.19
2009;0.14;0.19
2011;0;0.19
2004;0.14;0.19
2002;0.14;0.19
2016;0;0.19
2011;0.13;0.19
2003;0.09;0.19
2011;0.05;0.19
2009;0.18;0.19
2002;0.14;0.19
2004;0.14;0.19
2011;0.07;0.19
2012;0.15;0.19
2009;0;0.19
2014;0.08;0.19
1996;0.15;0.19
1997;0.15;0.19
1997;0.15;0.19
1997;0;0.19
1996;0;0.19
1998;0.15;0.19
1999;0.15;0.19
2015;0;0.19
2009;0.18;0.19
2008;0;0.19
2009;0.18;0.19
2011;0.13;0.19
2004;0.15;0.19
2013;0.11;0.19
2013;0.11;0.19
2008;0.09;0.19
2002;0.14;0.19
2010;0;0.19
1996;0.11;0.19
2011;0.1;0.19
2010;0.18;0.19
2008;0;0.19
2011;0.06;0.19
2010;0.18;0.19
2000;0.09;0.19
2002;0.14;0.19
2005;0.09;0.19
2013;0.04;0.19
2006;0.12;0.19
2006;0;0.19
2010;0.1;0.19
2010;0.11;0.19
2003;0.15;0.19
2016;0;0.19
2011;0.11;0.19
2010;0.14;0.19
2007;0.09;0.19
2002;0.09;0.19
2006;0;0.19
2002;0.09;0.19
2015;0;0.19
2004;0.09;0.19
2009;0;0.19
2010;0.05;0.19
2006;0.15;0.19
1981;0.18;0.19
2011;0.18;0.19
2010;0.18;0.19
1997;0;0.19
1999;0.1;0.19
1993;0;0.19
1999;0;0.19
2004;0.14;0.19
2011;0.18;0.19
2014;0;0.19
2006;0;0.19
2007;0.15;0.19
2013;0;0.19
2009;0.11;0.19
2010;0.11;0.19
1995;0.1;0.19
2010;0.09;0.19
2008;0.17;0.19
2012;0;0.19
2007;0;0.19
2010;0.1;0.19
2007;0.16;0.19
2004;0;0.19
2005;0.09;0.19
1993;0;0.19
2011;0;0.19
2010;0;0.19
2013;0;0.19
2010;0;0.19
2009;0.17;0.19
2011;0;0.19
2007;0;0.19
2008;0.12;0.19
2014;0;0.19
2010;0.18;0.19
2015;0;0.19
2007;0.07;0.19
2010;0.18;0.19
2005;0.13;0.19
2011;0.1;0.19
2007;0;0.19
1994;0.1;0.19
2007;0.17;0.19
2008;0.02;0.19
2012;0;0.19
2013;0;0.19
1995;0;0.19
2004;0.13;0.19
2012;0.1;0.19
2009;0;0.19
2002;0.13;0.19
1996;0.1;0.19
2011;0.12;0.19
2000;0.09;0.19
2010;0.18;0.19
2003;0.09;0.19
1994;0;0.19
2003;0.09;0.19
2001;0.13;0.19
2009;0.05;0.19
2002;0.12;0.19
2005;0.09;0.19
2008;0.15;0.19
2013;0;0.19
2006;0;0.19
2002;0.14;0.19
2009;0.17;0.19
2007;0;0.19
2003;0.14;0.19
2014;0.15;0.19
2012;0;0.19
2006;0.16;0.19
2012;0.09;0.19
2009;0.17;0.19
2007;0.17;0.19
2002;0.09;0.19
2014;0;0.19
2010;0.1;0.19
2005;0.07;0.19
2006;0.13;0.19
2007;0.14;0.19
2002;0.14;0.19
2007;0.17;0.19
2003;0.09;0.19
2011;0.14;0.19
2008;0.17;0.19
2011;0.12;0.19
1997;0.1;0.19
2001;0;0.19
2011;0.06;0.19
2011;0.04;0.18
2010;0.17;0.18
2004;0.09;0.18
2010;0.06;0.18
2012;0.1;0.18
2009;0.17;0.18
2010;0.08;0.18
2004;0.09;0.18
2003;0.13;0.18
2010;0.13;0.18
2006;0.17;0.18
2003;0.09;0.18
2005;0.14;0.18
2014;0.04;0.18
2003;0.14;0.18
2007;0.17;0.18
2003;0.09;0.18
2009;0.08;0.18
2008;0.16;0.18
2000;0.1;0.18
2009;0.17;0.18
2013;0.14;0.18
2002;0.14;0.18
1997;0;0.18
2000;0.04;0.18
2003;0.09;0.18
2005;0.15;0.18
2005;0.14;0.18
2009;0.11;0.18
2014;0.06;0.18
2005;0;0.18
2015;0.07;0.18
2007;0;0.18
2007;0.04;0.18
2011;0.11;0.18
2010;0.05;0.18
2000;0.1;0.18
2009;0.01;0.18
2001;0.13;0.18
2009;0.17;0.18
2009;0.16;0.18
1991;0;0.18
2003;0.09;0.18
2008;0.09;0.18
2009;0;0.18
2014;0.08;0.18
2005;0.14;0.18
2001;0.14;0.18
2002;0.14;0.18
2001;0.1;0.18
2010;0.12;0.18
2013;0.1;0.18
1999;0;0.18
1999;0;0.18
1997;0;0.18
2004;0.09;0.18
2013;0.07;0.18
2002;0.13;0.18
2008;0;0.18
2011;0.05;0.18
2005;0.11;0.18
2012;0;0.18
2008;0.09;0.18
2009;0.13;0.18
2005;0;0.18
2011;0.15;0.18
2016;0.07;0.18
2002;0.14;0.18
2005;0.17;0.18
2011;0;0.18
1993;0.04;0.18
2008;0.16;0.18
2011;0.13;0.18
2010;0;0.18
2009;0.07;0.18
2010;0.05;0.18
2006;0.14;0.18
2014;0.07;0.18
2015;0.11;0.18
1998;0;0.18
2004;0.13;0.18
2013;0;0.18
2008;0.17;0.18
2001;0.15;0.18
2014;0.09;0.18
2011;0;0.18
2010;0.1;0.18
2014;0.08;0.18
1991;0;0.18
2016;0.06;0.18
2004;0.14;0.18
1996;0.1;0.18
2007;0.16;0.18
2004;0.09;0.18
2003;0.09;0.18
1997;0;0.18
2010;0;0.18
2013;0.04;0.18
2004;0.13;0.18
2007;0.13;0.18
1999;0.14;0.18
1999;0.14;0.18
1994;0;0.18
2013;0.09;0.18
2002;0.14;0.18
2006;0;0.18
2015;0.12;0.18
2005;0.13;0.18
2012;0.05;0.18
2005;0.15;0.18
2010;0.01;0.18
2001;0.13;0.18
2006;0.14;0.18
2000;0;0.18
2000;0.09;0.18
2007;0.13;0.18
2013;0.1;0.18
2010;0.14;0.18
2011;0.07;0.18
2014;0.08;0.18
2013;0;0.18
2005;0.14;0.18
2010;0.17;0.18
2011;0.13;0.18
2009;0;0.18
2008;0.17;0.18
1994;0;0.18
2011;0.1;0.18
1999;0.1;0.18
2012;0.05;0.18
2003;0.13;0.18
2011;0.1;0.18
2011;0.06;0.18
2005;0.13;0.18
2005;0.09;0.18
2010;0.11;0.18
2015;0.04;0.18
2004;0.14;0.18
2011;0.17;0.18
2002;0.09;0.18
2016;0.06;0.18
2010;0.17;0.18
2012;0.05;0.18
2008;0.08;0.18
2001;0.14;0.18
2014;0.1;0.18
2009;0.06;0.18
2000;0.1;0.18
2013;0;0.18
2002;0.09;0.18
2007;0.16;0.18
2001;0.14;0.18
2008;0.17;0.18
1998;0.1;0.18
2008;0.09;0.18
2009;0.14;0.18
2000;0.1;0.18
2005;0;0.18
2003;0.09;0.18
2014;0.04;0.18
2005;0.14;0.18
2005;0.05;0.18
2009;0.09;0.18
2004;0.13;0.18
2007;0.16;0.18
2002;0.04;0.18
2008;0.14;0.18
2009;0;0.18
2008;0;0.18
2005;0.13;0.18
2003;0.13;0.18
2002;0.13;0.18
2006;0;0.18
2008;0;0.18
2011;0;0.18
2008;0.09;0.18
2011;0.06;0.18
2004;0.09;0.18
2010;0.17;0.18
2001;0.09;0.18
2011;0.11;0.18
2010;0.12;0.18
2005;0.16;0.18
2001;0.13;0.18
2008;0.16;0.18
2010;0.17;0.18
2005;0.02;0.18
2000;0.1;0.18
2001;0.1;0.18
2007;0.16;0.18
2016;0.03;0.18
2010;0.17;0.18
2004;0.13;0.18
2008;0.13;0.18
2005;0.13;0.18
2006;0;0.18
2008;0;0.18
2003;0.13;0.18
2005;0.13;0.18
2011;0.16;0.18
2010;0.12;0.18
2002;0.13;0.18
2007;0.15;0.18
2010;0.14;0.18
2008;0.13;0.18
2010;0.07;0.17
2005;0.09;0.17
2010;0.11;0.17
2009;0;0.17
2005;0.09;0.17
2009;0.16;0.17
2001;0.09;0.17
2009;0.13;0.17
2013;0;0.17
2006;0;0.17
2011;0.09;0.17
2011;0;0.17
2009;0.07;0.17
2000;0.1;0.17
2011;0.04;0.17
2016;0;0.17
2002;0.09;0.17
2014;0.07;0.17
2001;0.12;0.17
2009;0.11;0.17
2002;0.09;0.17
2002;0.13;0.17
2001;0.09;0.17
2006;0.13;0.17
2008;0.14;0.17
2015;0.1;0.17
2014;0.11;0.17
2010;0.16;0.17
1995;0.1;0.17
2007;0.09;0.17
2004;0.12;0.17
2005;0;0.17
2008;0.16;0.17
2006;0.13;0.17
2009;0.16;0.17
2009;0;0.17
2002;0.08;0.17
2011;0.07;0.17
2010;0;0.17
2006;0.13;0.17
2003;0.13;0.17
1998;0;0.17
2011;0.08;0.17
2011;0.16;0.17
1996;0.1;0.17
2007;0.16;0.17
2008;0.16;0.17
2007;0;0.17
2004;0.08;0.17
2008;0.13;0.17
2009;0.16;0.17
2008;0.16;0.17
2015;0;0.17
2003;0.13;0.17
2012;0.07;0.17
2008;0.15;0.17
2006;0.16;0.17
2005;0.13;0.17
2003;0.13;0.17
2011;0.08;0.17
2012;0;0.17
2009;0.08;0.17
2001;0.12;0.17
2001;0.08;0.17
2003;0.13;0.17
2009;0.08;0.17
2005;0.13;0.17
2006;0.13;0.17
2001;0.1;0.17
1999;0;0.17
1998;0;0.17
2010;0;0.17
2008;0.16;0.17
2014;0.06;0.17
1999;0;0.17
1999;0;0.17
2007;0.15;0.17
2004;0.13;0.17
2003;0.13;0.17
2010;0.05;0.17
2005;0.08;0.17
2003;0.08;0.17
2005;0.12;0.17
2009;0.16;0.17
2008;0.08;0.17
2000;0.08;0.17
2016;0.03;0.17
2009;0.01;0.17
2006;0.12;0.17
2009;0.08;0.17
1997;0;0.17
2010;0.1;0.17
2006;0.15;0.17
2010;0.06;0.17
1996;0;0.17
2003;0.08;0.17
2003;0;0.17
2007;0;0.17
2010;0.16;0.17
2000;0;0.17
2003;0.13;0.17
2005;0.12;0.17
2009;0;0.17
2008;0.16;0.17
2010;0.16;0.17
2007;0.07;0.17
2003;0.13;0.17
2008;0.03;0.17
2006;0.13;0.17
2013;0;0.17
1999;0;0.17
1998;0.05;0.17
2007;0.16;0.17
2009;0.16;0.17
2008;0.04;0.17
2004;0.13;0.17
2009;0;0.17
2008;0.16;0.17
2012;0.13;0.17
2005;0.12;0.17
2014;0.09;0.17
1999;0.09;0.17
2004;0.12;0.17
2008;0.16;0.17
2008;0.16;0.17
2009;0.14;0.17
2010;0.07;0.17
2004;0;0.17
1999;0.14;0.17
1999;0.05;0.17
2000;0.12;0.17
2003;0.13;0.17
2004;0.12;0.17
2008;0.14;0.17
2004;0.12;0.17
2012;0.06;0.17
2009;0.08;0.17
2010;0;0.17
2008;0.08;0.17
2007;0;0.17
2004;0.12;0.17
2005;0.02;0.17
2013;0;0.17
1995;0.02;0.17
2010;0.16;0.17
2015;0.1;0.17
2010;0.11;0.17
2010;0.16;0.17
2006;0;0.17
2004;0;0.17
2008;0.16;0.17
2001;0.05;0.17
2000;0.09;0.17
2009;0.1;0.17
2007;0.14;0.17
2004;0.08;0.17
2009;0.12;0.17
2012;0.16;0.17
2007;0.08;0.17
2004;0.12;0.17
2013;0.08;0.17
2007;0.11;0.17
1996;0;0.17
2004;0.08;0.17
2000;0.09;0.17
2005;0.04;0.17
1996;0.09;0.17
2015;0;0.17
2005;0.13;0.17
2007;0.15;0.17
2009;0.11;0.17
2003;0.12;0.17
2007;0;0.17
2002;0.13;0.17
1998;0;0.17
2004;0.08;0.17
2002;0.13;0.17
2001;0.09;0.17
1996;0.09;0.17
2011;0.13;0.17
2003;0.13;0.17
2015;0;0.17
1995;0.09;0.17
2010;0.15;0.17
2002;0.07;0.17
2008;0.08;0.17
2006;0.02;0.17
1998;0.02;0.17
2000;0.09;0.17
2007;0.15;0.17
2016;0;0.17
2003;0.13;0.17
2009;0;0.17
2005;0.14;0.17
2006;0;0.17
2008;0;0.17
2010;0.08;0.17
1996;0;0.17
2000;0.08;0.17
2016;0.06;0.17
2008;0.13;0.17
2003;0.13;0.17
2004;0.1;0.17
2002;0.13;0.17
2015;0.05;0.17
2003;0;0.17
2002;0.1;0.17
2011;0;0.17
2009;0.13;0.17
2002;0.12;0.17
2002;0.12;0.17
1996;0;0.17
2010;0.16;0.17
2007;0.15;0.17
1993;0;0.17
2009;0.04;0.17
1996;0;0.17
2014;0;0.17
2015;0.08;0.17
2006;0.12;0.17
2014;0;0.17
2015;0.15;0.17
2008;0.15;0.17
2008;0.11;0.17
2004;0.08;0.17
2003;0.13;0.17
2004;0.12;0.17
2005;0.12;0.17
2008;0.11;0.17
2008;0.08;0.17
2005;0.14;0.17
1997;0;0.17
2014;0.08;0.17
2016;0;0.17
2010;0.12;0.17
2007;0;0.17
2014;0;0.17
2015;0.07;0.17
1997;0;0.17
2002;0.01;0.17
2012;0;0.17
2012;0.11;0.17
2004;0.12;0.17
2015;0.04;0.17
2008;0.15;0.17
2010;0.14;0.17
1983;0.15;0.17
1982;0.15;0.17
1981;0.15;0.17
1995;0;0.17
2007;0.13;0.16
2012;0.05;0.16
2002;0.08;0.16
2015;0;0.16
2010;0.13;0.16
2016;0.13;0.16
2013;0;0.16
2001;0.08;0.16
2002;0;0.16
2001;0.08;0.16
2008;0.16;0.16
2002;0.12;0.16
2014;0.05;0.16
2009;0.15;0.16
2009;0.14;0.16
2000;0.09;0.16
2004;0.08;0.16
2006;0.13;0.16
2008;0.12;0.16
2011;0.07;0.16
2011;0.12;0.16
2010;0.08;0.16
2010;0.11;0.16
2010;0.12;0.16
2011;0.07;0.16
2003;0.08;0.16
2011;0.11;0.16
2000;0.06;0.16
2006;0.13;0.16
2009;0;0.16
2010;0.08;0.16
2010;0;0.16
2002;0.13;0.16
2005;0.11;0.16
2002;0.08;0.16
2000;0;0.16
2006;0.12;0.16
2003;0.08;0.16
2013;0.02;0.16
2006;0.12;0.16
2007;0.15;0.16
2009;0.14;0.16
2011;0.06;0.16
2012;0.11;0.16
2010;0.11;0.16
2003;0.08;0.16
2011;0.07;0.16
2006;0.15;0.16
2007;0.15;0.16
2006;0;0.16
2003;0.12;0.16
2010;0;0.16
2011;0.09;0.16
1995;0.09;0.16
2009;0.13;0.16
2005;0.12;0.16
2000;0;0.16
2004;0.13;0.16
2003;0.13;0.16
2007;0;0.16
1998;0;0.16
1998;0.09;0.16
2003;0.12;0.16
2009;0.12;0.16
2007;0.08;0.16
2012;0.15;0.16
2014;0.05;0.16
2015;0.07;0.16
1992;0;0.16
2011;0;0.16
2005;0.12;0.16
2011;0.11;0.16
2009;0.15;0.16
2010;0.13;0.16
2014;0.15;0.16
2005;0.12;0.16
2005;0.08;0.16
2002;0.08;0.16
2007;0.14;0.16
2009;0.15;0.16
2005;0;0.16
2005;0.08;0.16
2003;0.08;0.16
2012;0.12;0.16
2007;0.14;0.16
2002;0.08;0.16
2011;0;0.16
2008;0.15;0.16
2003;0.12;0.16
2003;0.08;0.16
2005;0.12;0.16
1997;0;0.16
2007;0.15;0.16
2006;0.12;0.16
2006;0.13;0.16
2006;0.15;0.16
2005;0;0.16
2006;0;0.16
2002;0.08;0.16
2006;0.15;0.16
2002;0.12;0.16
2008;0.08;0.16
1995;0;0.16
2008;0.14;0.16
2003;0.08;0.16
2006;0.14;0.16
2005;0.12;0.16
2009;0.15;0.16
2009;0.11;0.16
2010;0;0.16
2014;0.08;0.16
2008;0.15;0.16
2009;0.15;0.16
1991;0;0.16
2011;0.15;0.16
2011;0;0.16
2011;0.09;0.16
2001;0.11;0.16
1997;0;0.16
1998;0.13;0.16
1999;0.13;0.16
2001;0.13;0.16
2001;0;0.16
2000;0.13;0.16
2000;0.13;0.16
1999;0.13;0.16
2000;0.13;0.16
1999;0.13;0.16
1998;0.13;0.16
1999;0.13;0.16
1996;0;0.16
2006;0.12;0.16
2009;0;0.16
2010;0.05;0.16
2006;0;0.16
2006;0.08;0.16
2014;0;0.16
2008;0;0.16
2003;0.08;0.16
2009;0.11;0.16
2006;0;0.16
2004;0.12;0.16
2007;0.14;0.16
2006;0.15;0.16
2010;0.15;0.16
2011;0.08;0.16
2008;0.14;0.16
2008;0.03;0.16
2013;0;0.16
2010;0.15;0.16
2011;0.06;0.16
2009;0.08;0.16
2004;0.08;0.16
2007;0.16;0.16
2011;0.07;0.16
1992;0;0.16
2010;0.1;0.16
2011;0.15;0.16
2005;0.13;0.16
2009;0.14;0.16
2006;0.08;0.16
2006;0.14;0.16
1995;0.09;0.16
2008;0.15;0.16
2013;0.09;0.16
2000;0.09;0.16
2008;0.15;0.16
2012;0.13;0.16
2012;0;0.16
2014;0.05;0.16
2000;0;0.16
1998;0;0.16
2007;0.12;0.16
2010;0.11;0.16
2013;0.02;0.16
2001;0.09;0.16
1994;0;0.16
2008;0.11;0.16
2003;0.11;0.16
1999;0;0.16
2011;0.14;0.16
2001;0;0.16
2009;0.14;0.16
2012;0.07;0.16
2010;0.15;0.16
2011;0.1;0.16
2007;0.15;0.16
2009;0;0.16
2011;0.15;0.16
2010;0;0.16
2007;0.15;0.16
2011;0.04;0.16
2005;0.11;0.16
2012;0.04;0.16
2016;0;0.16
1998;0;0.16
2009;0.15;0.16
1996;0.09;0.16
2010;0.1;0.16
1996;0.01;0.16
2004;0.08;0.16
2007;0.13;0.16
2010;0.11;0.16
2007;0.14;0.16
1995;0;0.16
2008;0;0.16
2003;0.12;0.16
2006;0.14;0.16
2013;0.11;0.16
2010;0.15;0.16
2014;0.1;0.16
2009;0.14;0.16
2010;0.14;0.16
2015;0.03;0.16
2011;0;0.16
2012;0;0.16
2012;0.11;0.16
2010;0.15;0.16
2012;0.12;0.16
2001;0.11;0.16
2005;0.12;0.16
1996;0.09;0.16
2005;0.1;0.16
2002;0.12;0.16
2007;0.06;0.16
2004;0.12;0.16
2010;0;0.16
2005;0.14;0.16
2003;0.08;0.16
2014;0.08;0.16
2011;0;0.16
2007;0.13;0.16
2008;0.14;0.16
2012;0;0.16
1996;0.09;0.16
2012;0.03;0.16
2010;0.07;0.16
2011;0;0.16
2009;0.14;0.16
2009;0.15;0.16
2008;0.08;0.16
2011;0;0.16
2005;0.14;0.16
2010;0.07;0.16
2002;0.11;0.16
2007;0.13;0.16
2013;0.06;0.16
2000;0.09;0.16
1996;0.09;0.16
2011;0.05;0.16
2010;0.14;0.16
2002;0.11;0.16
1999;0.09;0.15
1996;0.02;0.15
1997;0.09;0.15
2007;0.12;0.15
2011;0.15;0.15
2003;0.11;0.15
1998;0;0.15
2005;0.11;0.15
2001;0.08;0.15
2011;0.04;0.15
2011;0.1;0.15
2003;0.08;0.15
2009;0.13;0.15
2011;0.07;0.15
2010;0.08;0.15
2006;0.14;0.15
2001;0.08;0.15
2008;0.14;0.15
2009;0.14;0.15
2008;0.12;0.15
2003;0.12;0.15
2001;0.08;0.15
2007;0.14;0.15
2007;0;0.15
2004;0.08;0.15
2004;0.12;0.15
2009;0.11;0.15
2009;0.13;0.15
2006;0.07;0.15
2005;0.12;0.15
2012;0;0.15
2014;0.12;0.15
2002;0.12;0.15
2003;0.12;0.15
2001;0.12;0.15
2016;0.13;0.15
2009;0;0.15
2014;0.07;0.15
2005;0.08;0.15
2009;0.14;0.15
1999;0.09;0.15
1989;0.14;0.15
1982;0.14;0.15
1996;0;0.15
2006;0;0.15
2011;0.05;0.15
2004;0.11;0.15
2010;0.12;0.15
2014;0.05;0.15
2009;0.13;0.15
2005;0.11;0.15
2015;0.07;0.15
2002;0.11;0.15
2005;0.11;0.15
2009;0.14;0.15
2005;0.12;0.15
1998;0.09;0.15
2007;0.11;0.15
2006;0.12;0.15
2005;0.07;0.15
2000;0.07;0.15
2004;0.07;0.15
2007;0.08;0.15
2009;0.14;0.15
2004;0.12;0.15
2008;0.13;0.15
2011;0;0.15
2006;0.13;0.15
2009;0;0.15
2007;0.1;0.15
2009;0.14;0.15
2010;0.12;0.15
1997;0;0.15
2013;0.07;0.15
2003;0.12;0.15
2005;0.13;0.15
2010;0.07;0.15
2009;0.05;0.15
2009;0;0.15
2010;0.14;0.15
2008;0.05;0.15
2005;0.11;0.15
2015;0;0.15
2010;0.14;0.15
2012;0.08;0.15
2000;0.08;0.15
2010;0.14;0.15
2011;0.07;0.15
2007;0.12;0.15
2006;0.12;0.15
2010;0.11;0.15
2012;0;0.15
1997;0;0.15
1996;0;0.15
2014;0;0.15
2003;0.11;0.15
2008;0.14;0.15
2003;0.12;0.15
2003;0.11;0.15
2002;0.11;0.15
1997;0;0.15
2005;0.12;0.15
2005;0.14;0.15
2010;0.09;0.15
2007;0.12;0.15
2011;0.05;0.15
2011;0.08;0.15
2006;0.12;0.15
2011;0.14;0.15
2001;0.08;0.15
2010;0.14;0.15
2004;0.11;0.15
2007;0.13;0.15
2007;0;0.15
2004;0.11;0.15
2005;0.07;0.15
2013;0.08;0.15
1991;0;0.15
2001;0.07;0.15
2013;0.06;0.15
2007;0.13;0.15
2007;0.14;0.15
2012;0.07;0.15
2008;0.07;0.15
2008;0.14;0.15
2005;0.07;0.15
2015;0;0.15
2011;0;0.15
2013;0.04;0.15
2015;0;0.15
2014;0.11;0.15
2004;0.11;0.15
2001;0.07;0.15
2014;0.02;0.15
2002;0.12;0.15
1995;0;0.15
2010;0.09;0.15
2014;0;0.15
2011;0;0.15
2015;0.04;0.15
2005;0.11;0.15
2008;0.07;0.15
2008;0.07;0.15
2016;0.08;0.15
2001;0;0.15
2000;0;0.15
1997;0.12;0.15
1997;0.12;0.15
2015;0;0.15
2002;0.12;0.15
2009;0.14;0.15
2009;0.14;0.15
1998;0.08;0.15
2002;0.11;0.15
2003;0.11;0.15
2016;0.02;0.15
2008;0.13;0.15
2011;0.05;0.15
1995;0;0.15
2008;0.14;0.15
2004;0.11;0.15
2007;0.13;0.15
2007;0.12;0.15
2006;0.11;0.15
2009;0;0.15
2001;0.07;0.15
2006;0.12;0.15
2005;0.14;0.15
2007;0.12;0.15
2009;0.14;0.15
1998;0.08;0.15
2002;0.11;0.15
2004;0.11;0.15
1999;0;0.15
2013;0.14;0.15
2011;0.1;0.15
2015;0;0.15
2005;0.07;0.15
2006;0.11;0.15
2004;0.11;0.15
2008;0.06;0.15
2005;0.11;0.15
1998;0.08;0.15
2009;0.14;0.15
2002;0.11;0.15
2008;0.13;0.15
1997;0;0.15
2004;0.14;0.15
2014;0.04;0.15
2008;0.14;0.15
1993;0;0.15
2011;0;0.15
2006;0;0.15
2000;0;0.15
2005;0.14;0.15
2006;0;0.15
2008;0.13;0.15
2008;0.14;0.15
2001;0;0.15
2008;0.07;0.15
2005;0.11;0.15
2003;0.07;0.15
2005;0.11;0.15
2005;0.11;0.15
2011;0;0.15
2009;0.14;0.15
2005;0.11;0.15
2014;0.1;0.15
2009;0.07;0.15
2003;0.11;0.15
2012;0.01;0.15
2007;0.13;0.15
2011;0.08;0.15
2008;0.13;0.15
2004;0.13;0.15
2009;0.11;0.15
2005;0.11;0.15
2001;0.08;0.15
2014;0;0.15
2011;0.03;0.15
2000;0.08;0.15
1997;0;0.15
1999;0.08;0.15
2004;0.11;0.15
2000;0;0.15
2005;0.15;0.15
2014;0.09;0.15
2013;0;0.15
2016;0.08;0.15
2006;0.11;0.15
2009;0;0.15
2004;0;0.15
2012;0.06;0.15
2011;0.09;0.15
2003;0.11;0.15
2012;0.05;0.15
1996;0.08;0.15
2007;0.13;0.15
2005;0.11;0.15
1999;0;0.15
2008;0;0.15
2014;0;0.15
2010;0.13;0.15
2011;0;0.15
2011;0.09;0.15
2010;0.12;0.15
2010;0.14;0.15
1997;0.08;0.15
2005;0.1;0.15
2003;0.11;0.15
2001;0.08;0.15
2010;0.11;0.15
2001;0.11;0.15
2010;0.14;0.15
2013;0;0.15
2001;0.07;0.15
2011;0;0.15
2008;0.13;0.15
2002;0.07;0.15
2009;0.07;0.15
2004;0.13;0.15
1995;0;0.15
2005;0.1;0.15
2003;0.1;0.15
2007;0.13;0.15
2010;0;0.15
2010;0.14;0.15
2004;0.11;0.15
1995;0;0.15
2013;0.04;0.15
2013;0;0.15
2004;0.1;0.15
2008;0.13;0.15
2002;0.11;0.15
2007;0;0.14
2003;0.11;0.14
2010;0.09;0.14
2005;0.07;0.14
2006;0.12;0.14
2007;0.07;0.14
